,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Report"" for : ANDAMAN AND NICOBAR ISLANDS for year 2016-2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Assessment Year,2016-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Top View,DISTRICT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
View,admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computation Type,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.No,STATE,DISTRICT,ASSESSMENT UNIT,Rainfall (mm),,,,Total Geographical Area (ha),,,,,,Ground Water Recharge (ham),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inflows and Outflows (ham),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Annual Ground water Recharge (ham),,,,Environmental Flows (ham),,,,Annual Extractable Ground water Resource (ham),,,,Ground Water Extraction for all uses (ha.m),,,,,,,,,,,,,,,,Stage of Ground Water Extraction (%),,,,Allocation of Ground Water Resource for Domestic Utilisation for projected year 2025 (ham),,,,Net Annual Ground Water Availability for Future Use (ham),,,,Quality Tagging,,,,,,Additional Potential Resources Under Specific Conditions(ham),,,Coastal Areas,,,,In-Storage Unconfined Ground Water Resources(ham),,Total Ground Water Availability in Unconfined Aquifier (ham),,Dynamic Confined Ground Water Resources(ham),,In-Storage Confined Ground Water Resources(ham),,Total Confined Ground Water Resources (ham),,Dynamic Semi Confined Ground Water Resources (ham),,In-Storage Semi Confined Ground Water Resources (ham),,Total Semi-Confined Ground Water Resources (ham),,Total Ground Water Availability in the area (ham),
,,,,,,,,Recharge Worthy Area (ha),,,,Hilly Area,Total,Rainfall Recharge,,,,Canals,,,,Surface Water Irrigation,,,,Ground Water Irrigation,,,,Tanks and Ponds,,,,Water Conservation Structure,,,,Pipelines,,,,Sewages and Flash Flood Channels,,,,C,NC,PQ,Total,Base Flow,,,,Stream Recharges,,,,Lateral Flows,,,,Vertical Flows,,,,Evaporation,,,,Transpiration,,,,Evapotranspiration,,,,C,NC,PQ,Total,,,,,,,,,,,,,Domestic,,,,Industrial,,,,Irrigation,,,,C,NC,PQ,Total,,,,,,,,,,,,,Major Parameter Present,,,Other Parameters Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,HARYANA,JIND,,0,0,0,0,0,0,0,0,0,0,,,,27421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87459,,,,8746,,,,78713,,,,1719,,,,469,,,,99849,,,,102037,,,,130,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
158,HARYANA,KAITHAL,,0,0,0,0,0,0,0,0,0,0,,,,21317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51085,,,,5109,,,,45976,,,,2270,,,,536,,,,101969,,,,104775,,,,228,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
159,HARYANA,KARNAL,,0,0,0,0,0,0,0,0,0,0,,,,33538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77623,,,,7763,,,,69860,,,,3208,,,,2024,,,,113464,,,,118696,,,,170,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
160,HARYANA,KURUKSHETRA,,0,0,0,0,0,0,0,0,0,0,,,,20034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33247,,,,3324,,,,29923,,,,3145,,,,3134,,,,66729,,,,73008,,,,244,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
161,HARYANA,MAHENDRAGARH,,0,0,0,0,0,0,0,0,0,0,,,,21922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31148,,,,3115,,,,28033,,,,2948,,,,85,,,,23266,,,,26299,,,,94,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
162,HARYANA,MEWAT,,0,0,0,0,0,0,0,0,0,0,,,,12357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20844,,,,2085,,,,18759,,,,1097,,,,33,,,,17595,,,,18725,,,,100,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
163,HARYANA,PALWAL,,0,0,0,0,0,0,0,0,0,0,,,,13755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52089,,,,5209,,,,46880,,,,2167,,,,153,,,,47822,,,,50142,,,,107,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
164,HARYANA,PANCHKULA,,0,0,0,0,0,0,0,0,0,0,,,,11975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13581,,,,1357,,,,12224,,,,1038,,,,78,,,,7199,,,,8315,,,,68,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
165,HARYANA,PANIPAT,,0,0,0,0,0,0,0,0,0,0,,,,15619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33178,,,,3317,,,,29861,,,,1380,,,,592,,,,54100,,,,56072,,,,188,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
166,HARYANA,REWARI,,0,0,0,0,0,0,0,0,0,0,,,,22508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42698,,,,4270,,,,38428,,,,5156,,,,364,,,,29559,,,,35079,,,,91,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
167,HARYANA,ROHTAK,,0,0,0,0,0,0,0,0,0,0,,,,17490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37299,,,,3730,,,,33569,,,,405,,,,155,,,,18495,,,,19055,,,,57,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
168,HARYANA,SIRSA,,0,0,0,0,0,0,0,0,0,0,,,,30284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72471,,,,7247,,,,65224,,,,856,,,,0,,,,128027,,,,128883,,,,198,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
169,HARYANA,SONIPAT,,0,0,0,0,0,0,0,0,0,0,,,,23798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77257,,,,7726,,,,69531,,,,2525,,,,707,,,,63622,,,,66854,,,,96,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
170,HARYANA,YAMUNA NAGAR,,0,0,0,0,0,0,0,0,0,0,,,,32494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53422,,,,5342,,,,48080,,,,12975,,,,90,,,,62427,,,,75492,,,,157,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
171,HIMACHAL PRADESH,BALH VALLEY,,0,0,0,0,0,0,0,0,0,0,,,,2692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2758,,,,278,,,,2480,,,,627,,,,,,,,262,,,,890,,,,36,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
172,HIMACHAL PRADESH,BILASPUR,,0,0,0,0,0,0,0,0,215690,215690,0,0,,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,,0,,0,,,,,,,,0,0
173,HIMACHAL PRADESH,CHAMBA,,0,0,0,0,0,0,0,0,516545,516545,0,0,,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,,0,,0,,,,,,,,0,0
174,HIMACHAL PRADESH,HAMIRPUR,,0,0,0,0,0,0,0,0,172993,172993,0,0,,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,,0,,0,,,,,,,,0,0
175,HIMACHAL PRADESH,HUM VALLEY,,0,0,0,0,0,0,0,0,0,0,,,,538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588,,,,59,,,,529,,,,73,,,,,,,,326,,,,399,,,,75,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
176,HIMACHAL PRADESH,KALA AMB VALLEY,,0,0,0,0,0,0,0,0,0,0,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,,,,12,,,,107,,,,351,,,,,,,,61,,,,412,,,,385,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
177,HIMACHAL PRADESH,KANGRA,,0,0,0,0,0,0,0,0,0,0,,,,10192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11749,,,,1175,,,,10574,,,,6995,,,,,,,,6229,,,,13224,,,,125,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
178,HIMACHAL PRADESH,KINNAUR,,0,0,0,0,0,0,0,0,472528,472528,0,0,,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,,0,,0,,,,,,,,0,0
179,HIMACHAL PRADESH,KULLU,,0,0,0,0,0,0,0,0,385834,385834,0,0,,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,,0,,0,,,,,,,,0,0
180,HIMACHAL PRADESH,LAHUL & SPITI,,0,0,0,0,0,0,0,0,1277461,1277461,0,0,,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,,0,,0,,,,,,,,0,0
181,HIMACHAL PRADESH,MANDI,,0,0,0,0,0,0,0,0,344706,344706,0,0,,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,,0,,0,,,,,,,,0,0
182,HIMACHAL PRADESH,NALAGARH VALLEY,,0,0,0,0,0,0,0,0,0,0,,,,7486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8116,,,,812,,,,7304,,,,6005,,,,,,,,2510,,,,8515,,,,117,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
183,HIMACHAL PRADESH,POANTA VALLEY,,0,0,0,0,0,0,0,0,0,0,,,,6474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6596,,,,660,,,,5937,,,,837,,,,,,,,487,,,,1324,,,,22,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
184,HIMACHAL PRADESH,SHIMLA,,0,0,0,0,0,0,0,0,512174,512174,0,0,,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,,0,,0,,,,,,,,0,0
185,HIMACHAL PRADESH,SIRMAUR,,0,0,0,0,0,0,0,0,354183,354183,0,0,,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,,0,,0,,,,,,,,0,0
186,HIMACHAL PRADESH,SOLAN,,0,0,0,0,0,0,0,0,254883,254883,0,0,,0,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,,0,,0,,,,,,,,0,0
187,HIMACHAL PRADESH,UNA,,0,0,0,0,0,0,0,0,0,0,,,,5370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7890,,,,789,,,,7101,,,,2594,,,,,,,,7886,,,,10480,,,,148,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
188,JAMMU AND KASHMIR,Bandipora,,,,,,0,0,0,0,0,0,,,,1230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6034,,,,603,,,,5431,,,,1650,,,,29,,,,147,,,,1827,,,,34,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
189,JAMMU AND KASHMIR,Doda,,,,,,0,0,0,0,0,0,,,,9563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13605,,,,1360,,,,12244,,,,3122,,,,137,,,,662,,,,3921,,,,32,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
190,JAMMU AND KASHMIR,Jammu,,,,,,0,0,0,0,0,0,,,,9889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18127,,,,1813,,,,16315,,,,4037,,,,79,,,,662,,,,4778,,,,29,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
191,JAMMU AND KASHMIR,Kishtwar,,,,,,0,0,0,0,0,0,,,,11083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17590,,,,1759,,,,15831,,,,3133,,,,35,,,,389,,,,3557,,,,22,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
192,JAMMU AND KASHMIR,Poonch,,,,,,0,0,0,0,0,0,,,,9103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11540,,,,1154,,,,10386,,,,1566,,,,126,,,,1419,,,,3112,,,,30,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
193,JAMMU AND KASHMIR,Pulwama,,,,,,0,0,0,0,0,0,,,,3460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4287,,,,429,,,,3858,,,,1020,,,,141,,,,336,,,,1497,,,,39,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
194,JAMMU AND KASHMIR,Rajouri,,,,,,0,0,0,0,0,0,,,,554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1299,,,,130,,,,1169,,,,494,,,,53,,,,179,,,,725,,,,62,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
195,JAMMU AND KASHMIR,Samba,,,,,,0,0,0,0,0,0,,,,1881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1894,,,,189,,,,1704,,,,147,,,,0,,,,32,,,,179,,,,10,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
196,JAMMU AND KASHMIR,Shopian,,,,,,0,0,0,0,0,0,,,,1397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1410,,,,141,,,,1269,,,,95,,,,18,,,,32,,,,144,,,,11,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
197,JAMMU AND KASHMIR,Srinagar,,,,,,0,0,0,0,0,0,,,,3050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3812,,,,381,,,,3431,,,,1104,,,,18,,,,305,,,,1426,,,,42,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
198,JHARKHAND,BOKARO,,0,0,0,0,0,0,0,0,0,0,,,,22329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25347,,,,2116,,,,23232,,,,5906,,,,3870,,,,2053,,,,11828,,,,51,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
199,JHARKHAND,CHATRA,,0,0,0,0,0,0,0,0,0,0,,,,25894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30119,,,,2533,,,,27586,,,,1706,,,,709,,,,5917,,,,8332,,,,30,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
200,JHARKHAND,DEOGHAR,,0,0,0,0,0,0,0,0,0,0,,,,15668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18245,,,,1403,,,,16842,,,,2056,,,,200,,,,4860,,,,7116,,,,42,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
201,JHARKHAND,DHANBAD,,0,0,0,0,0,0,0,0,0,0,,,,19085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23826,,,,1744,,,,22083,,,,3503,,,,9179,,,,2227,,,,14909,,,,68,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
202,JHARKHAND,DUMKA,,0,0,0,0,0,0,0,0,0,0,,,,23376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26557,,,,2221,,,,24335,,,,2195,,,,17,,,,3691,,,,5903,,,,24,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
203,JHARKHAND,EAST SINGHBHUM,,0,0,0,0,0,0,0,0,0,0,,,,22090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25360,,,,2368,,,,22991,,,,2731,,,,544,,,,1301,,,,4576,,,,20,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
204,JHARKHAND,GARHWA,,0,0,0,0,0,0,0,0,0,0,,,,26218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31032,,,,2415,,,,28618,,,,2118,,,,3,,,,5158,,,,7279,,,,25,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
205,JHARKHAND,GIRIDIH,,0,0,0,0,0,0,0,0,0,0,,,,41319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45827,,,,3811,,,,42016,,,,3896,,,,743,,,,6254,,,,10894,,,,26,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
206,JHARKHAND,GODDA,,0,0,0,0,0,0,0,0,0,0,,,,19273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22010,,,,1933,,,,20076,,,,2171,,,,311,,,,1699,,,,4181,,,,21,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
207,JHARKHAND,GUMLA,,0,0,0,0,0,0,0,0,0,0,,,,44379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50392,,,,4627,,,,45765,,,,2036,,,,20,,,,3914,,,,5970,,,,13,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
208,JHARKHAND,HAZARIBAGH,,0,0,0,0,0,0,0,0,0,0,,,,28782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34364,,,,2784,,,,31580,,,,3179,,,,688,,,,7238,,,,11105,,,,35,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
209,JHARKHAND,JAMTARA,,0,0,0,0,0,0,0,0,0,0,,,,8652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11523,,,,906,,,,10617,,,,1225,,,,4,,,,2060,,,,3289,,,,31,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
210,JHARKHAND,KHUNTI,,0,0,0,0,0,0,0,0,0,0,,,,13146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14809,,,,1268,,,,13540,,,,860,,,,7,,,,2265,,,,3132,,,,23,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
211,JHARKHAND,KODERMA,,0,0,0,0,0,0,0,0,0,0,,,,7847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8794,,,,746,,,,8048,,,,1120,,,,19,,,,1947,,,,3086,,,,38,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
212,JHARKHAND,LATEHAR,,0,0,0,0,0,0,0,0,0,0,,,,20126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23533,,,,1790,,,,21743,,,,1265,,,,117,,,,4949,,,,6331,,,,29,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
213,JHARKHAND,LOHARDAGA,,0,0,0,0,0,0,0,0,0,0,,,,17294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19721,,,,1757,,,,17964,,,,674,,,,0,,,,1794,,,,2467,,,,14,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
214,JHARKHAND,PAKUR,,0,0,0,0,0,0,0,0,0,0,,,,12017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14320,,,,976,,,,13344,,,,1510,,,,21,,,,1132,,,,2662,,,,20,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
